Column1;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column119;Column120;Column121;Column126;Column128
21;3;3;24;41;67;2;1;32;35;2;73;0;0;9;17;12;36;79;61;6;14;23;27;16;9;15;17;6;63;5;54;22;48;21;23;48;4;34;7;29;7;74;31;3;34;33;33;34;34;3;39;0;15;28;4;52;1;2;2;3;97;3;14;12;24;27;25;45;8;64;0;6;63;44;24;61;33;6;32;3;3;7;5;8;11;8;47;18;35;1;0;2;7;57;71;69;5;13;4;0;69
48;3;5;34;9;8;31;14;32;62;32;8;6;1;38;93;14;37;8;3;17;4;39;4;38;29;21;47;2;13;13;22;41;22;88;32;16;33;4;68;39;79;77;45;65;67;78;42;63;64;1;15;2;33;45;56;64;18;22;24;25;79;14;17;15;38;52;31;36;2;6;0;9;6;32;3;14;81;37;6;16;15;15;36;34;39;33;24;44;19;0;0;23;48;27;36;49;4;2;1;0;11
36;3;4;62;6;91;15;7;38;39;27;36;5;92;79;7;22;75;44;1;57;76;59;57;55;41;42;86;1;8;15;18;58;16;61;27;6;13;68;14;36;16;15;6;95;93;91;89;35;47;0;6;2;17;24;26;28;12;15;15;15;8;7;24;27;64;68;27;9;5;32;5;4;77;85;0;68;52;1;27;6;57;53;57;63;81;68;66;64;79;1;0;3;81;81;8;86;11;8;44;0;2
48;3;73;32;24;55;19;43;53;73;56;21;74;1;23;74;36;46;2;2;26;29;31;39;23;16;2;29;73;47;27;29;56;39;62;23;56;22;56;59;73;69;66;47;5;5;61;43;65;64;28;36;27;5;59;66;73;3;31;32;32;62;23;3;21;31;44;27;29;31;68;0;1;52;25;46;49;73;45;28;14;14;15;27;27;32;27;55;54;35;28;14;25;61;28;45;64;64;18;28;28;25
53;3;4;34;3;9;2;5;37;41;23;41;5;1;41;58;46;66;41;26;65;47;41;4;43;2;38;38;2;19;1;14;56;29;56;24;83;18;73;47;28;5;5;41;66;72;75;65;43;43;1;13;1;3;25;38;41;8;6;8;8;91;5;2;19;37;43;3;57;8;42;5;4;81;54;15;62;46;14;7;13;13;15;22;21;21;23;8;4;18;0;1;11;35;48;62;57;9;8;38;0;1
39;3;3;34;8;89;16;2;56;68;55;29;5;1;26;61;16;46;29;37;75;28;27;26;28;25;22;51;4;4;28;38;33;4;47;3;48;39;46;5;51;56;55;37;54;58;6;55;4;41;1;16;1;61;68;64;6;15;15;13;11;92;5;13;12;36;42;35;41;19;55;0;3;83;4;3;17;5;28;1;11;11;11;28;29;29;3;57;18;24;0;0;1;53;38;41;52;3;23;1;0;5
47;3;2;33;18;86;2;1;43;5;35;5;0;0;13;39;26;29;59;52;41;15;18;18;18;11;43;55;4;53;83;76;16;51;31;1;24;88;19;7;34;74;76;35;42;41;37;39;47;41;1;25;0;13;42;45;38;0;1;2;1;97;1;12;12;33;34;36;48;1;57;0;3;78;48;4;37;56;75;21;6;5;6;6;1;1;11;31;35;35;1;0;1;81;56;76;82;4;11;0;0;16
34;3;1;41;1;98;5;1;45;44;3;45;2;96;44;53;29;54;53;18;74;44;36;35;35;5;51;3;1;15;3;41;14;18;52;59;22;51;24;42;33;4;42;45;72;72;79;66;67;53;0;1;0;0;14;12;13;0;2;1;1;95;5;14;15;46;51;28;77;5;4;5;1;88;72;35;59;42;14;23;18;18;19;35;4;38;4;49;21;4;0;0;5;6;77;89;82;7;5;6;0;4
34;3;0;66;2;95;14;5;38;39;28;25;2;1;85;87;15;78;29;5;37;77;63;62;64;21;38;59;0;2;18;18;59;13;7;37;44;18;66;16;38;18;17;57;93;91;99;86;41;5;0;5;1;33;31;31;27;22;17;16;13;8;4;2;24;68;65;62;94;5;11;5;0;92;94;14;4;42;1;24;6;56;54;79;89;1;99;6;61;79;0;0;27;55;79;76;74;2;12;26;0;1
28;3;2;37;1;9;2;1;46;45;27;61;0;0;9;29;23;25;64;77;53;11;15;35;14;23;21;11;6;89;55;66;25;61;22;33;44;47;36;63;52;63;67;56;1;7;14;0;84;62;6;1;0;0;39;61;75;0;2;3;3;98;2;45;36;4;38;44;43;27;55;5;5;56;45;36;5;4;57;56;5;5;5;3;9;14;16;7;49;56;0;0;2;86;67;87;8;4;13;4;0;29
25;3;1;63;2;94;18;2;4;33;24;18;2;9;1;85;3;91;23;1;34;1;98;95;67;62;72;43;0;2;4;4;1;1;73;53;65;9;1;15;33;21;19;58;94;96;95;75;45;48;0;4;1;18;26;36;34;9;11;14;12;89;3;15;18;68;68;39;94;1;5;1;0;94;92;0;56;54;1;12;74;81;87;18;58;1;54;54;46;54;0;0;21;56;83;74;73;7;5;12;0;1
34;3;6;61;2;93;19;6;41;43;33;41;7;1;78;74;24;77;45;9;44;75;69;67;31;12;62;6;1;4;2;23;58;2;6;44;42;19;65;16;42;19;18;54;92;91;9;79;21;37;0;4;3;17;23;25;28;13;15;15;15;75;1;22;24;6;64;26;89;4;24;5;3;89;84;21;57;48;2;12;63;65;64;62;69;84;67;52;57;5;0;0;32;64;77;71;82;7;16;23;51;5
53;3;2;6;11;39;15;76;53;57;39;35;3;98;1;42;45;24;48;63;39;11;1;16;15;14;21;15;6;88;85;75;12;79;36;39;23;59;17;65;49;66;68;74;39;44;36;49;33;31;3;6;3;59;74;71;73;9;99;87;81;31;1;8;7;63;52;74;27;81;69;0;4;54;34;45;44;52;76;5;7;5;5;12;13;12;11;57;28;32;4;3;65;36;24;29;29;6;7;9;0;36
35;3;0;46;4;78;2;1;48;42;27;66;0;0;7;13;39;28;74;75;62;5;9;1;13;5;15;17;3;91;88;79;16;1;0;13;3;37;26;56;3;53;57;6;45;44;17;56;22;11;1;36;1;24;36;53;49;27;35;47;4;12;75;53;47;5;47;54;55;45;64;0;2;61;57;47;46;67;1;77;7;6;6;7;1;11;7;48;64;28;0;0;47;42;6;66;55;1;16;1;0;22
9;3;11;39;3;69;1;17;26;46;26;4;12;1;6;7;26;63;38;19;34;61;62;67;38;15;46;53;4;12;27;34;47;26;69;46;37;28;55;42;52;46;46;46;62;59;7;57;52;56;5;38;7;26;37;42;45;24;3;32;31;67;23;27;24;42;46;37;56;17;54;5;9;81;54;29;47;4;9;22;64;65;66;56;64;83;67;51;61;74;7;2;39;46;66;8;64;6;29;46;1;17
39;3;6;36;21;83;2;1;37;45;3;47;7;1;23;41;1;38;56;48;67;26;27;28;21;9;15;33;6;4;35;49;19;51;38;7;36;59;31;7;28;68;72;4;49;5;47;52;38;35;3;3;0;11;13;15;26;1;1;1;1;96;4;19;18;39;41;38;52;1;56;0;5;8;51;22;39;38;48;16;9;9;1;17;19;21;23;48;22;39;1;0;2;73;55;76;81;6;19;5;0;15
25;3;1;47;0;99;3;4;38;43;29;5;2;79;41;55;15;5;58;24;62;4;31;3;46;71;7;5;1;9;54;58;17;27;61;77;25;63;25;28;37;26;28;5;82;83;89;8;7;73;0;12;2;9;1;1;12;11;1;9;1;5;36;15;16;51;56;32;78;6;4;5;1;9;74;6;68;44;9;15;32;31;29;34;39;45;41;42;34;53;0;0;48;76;84;93;87;8;6;1;0;14
6;3;25;62;31;4;24;64;45;57;37;3;26;1;23;45;11;28;4;89;47;22;19;26;21;15;18;26;33;6;43;56;19;73;34;26;45;45;29;72;54;77;78;7;36;36;36;39;2;18;23;64;17;5;59;66;69;54;56;57;55;5;54;66;59;63;55;71;36;67;68;0;23;71;41;81;31;5;47;25;21;21;22;36;37;41;36;83;56;19;48;31;46;51;34;53;66;16;25;1;4;1
25;3;4;45;2;95;9;4;3;53;31;41;6;1;51;7;18;59;46;21;55;54;45;43;43;13;38;42;2;12;14;22;38;34;69;37;48;27;5;31;59;33;33;56;69;72;71;74;51;56;1;12;1;27;26;28;3;11;1;1;9;85;7;32;29;49;63;29;6;7;48;5;3;84;53;17;37;35;5;15;48;44;39;63;64;72;64;35;5;35;0;0;18;86;74;85;81;3;24;22;0;1
5;3;6;41;15;86;5;1;6;65;55;35;0;0;19;56;76;34;44;29;33;23;25;25;16;15;15;19;7;43;45;46;33;29;53;41;5;45;36;49;44;52;53;4;62;62;73;67;62;61;1;13;0;1;1;1;92;9;7;6;5;97;3;12;12;38;41;36;52;1;49;5;8;68;51;17;45;71;52;24;9;1;11;16;19;19;19;51;29;37;0;0;3;71;42;54;65;21;5;1;0;24
34;3;3;39;3;89;29;6;28;38;24;59;4;1;52;59;17;68;58;13;54;55;5;49;52;39;35;52;1;12;27;34;45;3;53;46;39;25;56;27;44;27;28;49;81;82;9;64;28;42;0;4;2;36;36;39;42;27;23;23;23;75;15;21;2;43;56;18;7;6;51;5;2;88;61;9;53;15;3;3;52;48;45;56;56;62;57;37;58;9;0;0;31;74;84;79;82;1;67;49;0;12
55;3;0;67;1;97;7;1;1;1;1;22;0;0;31;72;64;66;33;3;21;38;23;23;8;3;9;17;1;38;27;19;49;39;65;36;62;43;35;23;96;26;25;48;63;72;74;67;84;89;0;2;0;44;55;56;58;7;8;7;7;91;7;17;18;44;58;32;45;8;58;0;0;92;39;0;23;67;1;0;16;13;13;28;31;34;29;55;32;42;0;0;6;55;22;14;39;1;22;5;0;4
40;3;7;39;32;65;11;5;44;53;33;36;8;1;25;63;18;4;36;24;78;25;26;28;24;17;21;37;5;29;17;29;26;41;54;2;38;37;34;67;31;74;74;44;51;51;56;52;67;65;3;27;1;38;35;33;39;6;5;4;5;93;4;2;19;42;42;45;54;17;46;5;13;55;55;12;55;56;33;22;7;7;8;22;22;22;24;38;33;18;2;0;7;6;53;72;64;7;18;0;9;21
47;3;25;29;31;74;6;1;51;63;52;5;26;1;14;42;18;37;56;47;45;18;24;26;18;15;2;42;29;55;43;51;34;45;36;27;57;41;43;66;59;68;7;32;38;38;55;38;48;44;13;39;2;85;77;79;75;12;9;9;8;95;3;13;11;23;31;22;4;1;66;0;34;66;38;54;41;44;38;16;7;7;8;13;17;2;17;5;4;49;21;3;5;72;48;64;65;22;18;11;1;7
39;3;1;47;27;67;2;31;46;48;3;44;11;1;21;37;1;35;54;71;7;23;19;21;19;19;51;26;13;52;39;57;1;62;3;7;39;72;22;57;41;61;62;56;41;41;4;44;3;23;6;37;1;5;8;7;7;1;1;1;1;71;17;34;32;51;51;51;52;16;43;5;7;82;53;46;56;35;52;18;9;8;8;16;19;19;21;56;18;37;1;1;8;73;69;89;83;7;25;4;0;13
41;3;7;31;2;84;47;6;32;51;28;26;8;1;37;73;19;59;26;14;32;41;41;41;29;26;28;34;3;16;9;12;58;19;75;43;35;24;57;55;4;69;66;4;65;72;74;63;5;56;1;13;3;37;45;55;62;25;27;3;31;81;11;14;12;34;5;26;4;13;59;0;1;67;34;3;3;79;9;1;21;19;19;42;41;46;39;38;42;47;0;0;29;35;23;3;34;4;32;28;0;13
48;3;0;62;3;42;2;72;52;53;34;28;0;0;16;53;6;25;41;48;31;15;13;17;16;42;0;22;2;64;74;74;8;64;41;58;16;67;11;65;34;57;63;76;6;56;65;59;6;9;1;28;1;15;3;35;42;12;21;21;24;45;42;63;6;68;66;7;45;65;67;0;5;5;47;75;63;42;1;87;4;3;3;16;17;16;17;41;27;54;0;0;33;69;46;79;85;3;8;1;0;24
23;3;0;39;1;97;3;1;51;56;41;42;0;0;19;57;37;42;49;54;56;22;21;2;16;9;11;64;1;33;44;42;25;38;51;28;53;54;42;41;45;45;45;36;61;64;7;61;57;62;0;8;0;17;17;25;22;6;6;8;6;86;1;1;11;37;44;3;54;9;6;0;1;75;51;3;44;35;28;56;8;8;8;25;24;23;22;69;35;58;0;0;16;78;48;78;71;22;1;1;0;4
40;3;5;6;3;85;8;6;51;54;3;12;6;1;35;83;16;35;19;17;37;31;22;22;27;17;24;27;3;2;14;29;21;25;73;36;32;5;29;46;24;58;55;59;72;72;81;59;57;65;1;6;1;16;18;32;39;2;2;4;4;93;3;21;24;66;62;72;68;15;19;5;7;66;7;31;58;73;23;16;9;7;7;23;28;3;34;4;38;31;0;0;6;63;47;44;74;6;16;1;0;14
55;3;11;46;12;85;3;11;43;51;33;43;13;1;27;51;9;53;55;48;65;28;24;25;16;22;35;21;9;33;31;46;18;5;46;65;39;55;27;54;46;54;56;51;5;53;56;57;55;57;6;33;3;22;25;26;27;8;8;7;7;83;1;27;25;46;52;38;57;14;55;5;7;86;54;21;34;31;26;17;11;1;9;25;26;28;26;44;34;4;4;0;14;67;57;74;63;6;31;11;51;22
39;3;2;32;15;87;4;1;37;39;25;61;0;0;18;22;21;46;64;59;68;23;25;24;3;27;58;41;4;52;37;53;21;73;24;55;49;55;37;65;3;67;69;37;47;52;42;56;4;39;1;21;0;45;33;41;4;4;3;3;3;96;4;15;13;33;34;35;51;7;55;0;4;71;51;14;67;15;51;17;7;7;8;1;13;14;16;55;26;42;0;0;3;88;62;82;83;2;23;5;0;17
6;3;17;35;3;84;21;17;36;42;28;53;18;1;39;41;28;57;53;35;6;4;42;43;26;16;26;35;8;21;17;23;43;26;51;26;44;32;45;6;42;75;71;39;55;6;66;51;51;57;4;17;7;36;48;54;56;25;29;3;28;8;18;23;2;37;35;42;46;2;56;0;11;85;48;6;14;71;1;7;51;5;51;57;56;65;55;73;68;17;13;8;29;58;34;57;71;1;28;13;56;22
40;3;4;33;6;83;7;3;35;34;2;56;0;0;31;42;48;63;6;19;66;35;39;41;18;14;29;33;3;28;21;29;51;26;4;34;41;24;56;4;17;47;46;35;71;72;65;67;56;47;1;12;0;48;41;48;47;7;5;6;5;95;2;11;11;35;36;34;67;6;39;5;1;5;67;21;74;48;32;16;7;9;11;15;19;2;21;4;13;17;0;0;6;51;54;64;61;6;14;0;0;21
42;3;0;46;8;91;8;2;34;51;26;21;2;98;64;84;26;72;23;3;3;61;56;55;41;1;58;62;0;2;7;8;72;14;73;44;56;15;8;31;41;3;31;47;87;83;92;77;18;26;0;3;0;35;32;36;39;11;9;9;9;91;1;17;17;48;58;23;73;2;33;5;1;77;66;5;33;77;6;0;39;38;37;64;56;65;64;3;56;19;0;0;13;61;46;43;5;4;8;23;0;3
34;3;4;39;7;79;37;19;3;48;28;5;5;1;44;64;15;53;53;19;54;46;4;4;35;23;35;51;2;12;37;5;26;3;56;43;32;41;36;35;51;36;37;49;68;68;75;6;45;4;1;2;3;18;32;37;41;2;3;31;32;56;27;28;26;43;56;32;48;19;67;0;3;82;42;25;37;23;7;31;43;41;36;54;52;58;52;37;66;81;0;0;45;72;77;8;84;1;86;49;0;2
5;3;2;44;9;91;4;2;62;65;57;4;0;0;19;57;26;36;48;27;36;21;21;2;18;11;16;13;3;38;39;47;32;41;43;44;37;44;39;42;47;54;5;39;63;64;66;64;52;54;0;11;0;34;25;21;21;2;1;1;1;97;3;1;1;36;43;3;52;9;47;5;3;71;49;5;38;75;61;21;9;8;1;11;14;14;18;46;43;4;0;0;1;61;33;38;53;7;7;2;0;9
8;3;1;6;2;73;9;64;46;49;28;35;0;0;26;59;46;32;41;35;33;28;24;21;1;22;31;27;2;34;42;51;19;53;46;34;32;61;24;54;34;57;58;57;61;61;68;6;87;78;1;16;1;22;47;55;59;11;2;22;21;63;26;3;31;57;56;58;59;25;5;5;3;58;6;15;46;67;35;48;15;13;13;28;29;33;28;76;51;51;2;0;21;53;57;59;67;4;8;3;0;11
19;3;0;31;0;99;4;0;39;41;24;52;0;0;21;56;82;49;56;37;2;25;26;25;0;4;0;31;1;25;21;24;25;4;6;33;42;54;34;41;23;41;43;4;71;78;82;76;81;84;0;7;0;42;31;26;22;1;1;1;0;98;1;1;9;32;42;2;59;4;48;5;1;83;54;17;6;38;3;33;6;6;7;1;12;12;9;26;18;29;0;0;1;8;55;63;75;3;9;3;0;0
12;3;9;33;1;87;12;21;24;37;19;69;1;1;41;46;1;6;64;11;44;41;4;39;34;28;28;52;3;12;17;3;33;17;48;15;38;14;49;39;25;49;47;31;74;76;81;68;68;71;2;15;7;2;24;26;32;21;22;22;25;7;14;1;1;34;34;33;74;13;72;0;15;61;74;1;26;88;2;7;22;2;2;64;59;6;61;53;51;5;0;0;44;18;36;34;41;9;17;4;0;13
25;3;5;4;4;9;1;15;33;51;3;41;6;1;4;6;16;44;46;3;47;41;37;36;4;17;35;31;2;18;36;42;3;45;59;73;32;48;45;42;4;42;44;44;69;71;74;63;63;64;1;19;2;25;28;31;36;14;13;13;14;7;22;17;16;42;51;35;52;1;57;0;4;84;48;5;44;44;9;39;35;33;31;37;41;46;41;4;54;53;1;0;22;72;59;73;7;8;11;4;0;17
39;3;1;34;44;61;14;2;46;68;49;27;1;1;25;64;15;4;31;45;39;28;27;31;23;18;24;38;96;45;19;36;39;36;58;24;48;34;46;63;66;68;68;44;4;41;48;36;52;52;67;59;16;58;65;68;66;15;15;14;13;91;6;24;19;33;44;3;36;11;59;0;1;7;33;51;37;54;28;23;12;12;13;26;28;31;28;41;35;31;34;1;11;71;38;62;69;55;28;26;31;46
5;3;0;4;59;53;1;0;44;43;25;51;0;0;15;41;1;35;54;35;19;19;26;36;13;25;5;48;2;5;63;61;19;43;46;59;36;51;32;48;29;5;51;47;48;45;53;49;67;73;1;32;0;94;7;57;48;1;1;1;0;97;1;25;23;42;41;44;59;16;48;5;2;67;59;34;55;5;7;37;5;5;7;4;1;11;14;55;37;51;0;0;0;9;71;81;81;1;15;1;0;24
36;3;3;42;13;88;3;4;32;46;29;59;0;0;18;35;7;46;68;48;74;22;19;2;8;1;2;8;4;36;36;55;17;59;27;45;51;51;29;48;56;53;52;45;41;48;27;44;56;63;2;34;1;1;8;13;19;3;2;3;4;85;8;24;19;35;45;29;44;6;48;5;4;78;41;19;55;0;4;22;9;8;8;2;23;24;24;63;44;82;0;0;11;9;64;79;87;2;31;17;0;8
35;3;6;36;6;67;1;64;39;51;32;35;61;1;26;61;26;5;37;25;51;29;3;34;26;14;27;33;48;36;2;26;46;39;55;19;57;24;52;66;47;7;71;44;5;53;57;53;54;57;24;3;14;29;37;44;51;11;13;14;15;57;17;22;19;38;46;31;51;22;55;0;7;69;48;16;22;67;39;16;18;18;18;27;28;32;26;55;51;29;15;26;16;42;43;59;48;38;24;11;77;66
13;3;1;54;1;18;2;1;56;58;46;47;0;0;12;34;18;2;57;95;4;12;14;28;13;2;73;22;4;84;6;67;27;72;27;52;54;63;37;59;61;65;66;58;8;9;7;17;51;43;4;1;0;9;66;54;46;4;3;2;1;96;3;41;36;47;48;49;41;33;51;5;3;68;42;23;52;58;71;1;6;5;6;0;9;11;1;55;32;53;0;0;1;87;52;68;74;3;14;1;0;25
36;3;0;35;1;98;4;2;41;48;32;55;0;0;19;31;16;39;59;69;64;25;21;2;46;6;8;15;2;43;3;49;18;7;31;6;39;61;3;59;4;61;63;45;44;51;4;44;31;29;1;16;0;15;14;28;45;3;2;4;6;91;5;25;21;38;43;36;42;8;5;5;2;77;41;9;47;8;4;27;11;1;9;2;22;23;23;58;2;44;0;0;7;93;54;81;86;1;29;12;0;7
6;3;8;98;1;37;19;1;55;6;43;3;9;1;38;65;7;21;44;59;43;33;18;19;39;19;39;34;6;3;76;85;8;55;41;61;2;78;15;43;58;48;47;1;6;46;61;71;38;32;6;45;12;29;35;39;45;59;63;64;67;0;92;1;1;1;1;95;65;1;64;0;1;96;65;1;32;35;22;1;43;42;37;53;53;63;52;62;66;12;1;0;87;55;71;91;82;2;62;2;0;56
44;3;0;37;1;99;2;2;3;4;23;58;2;87;33;52;29;49;61;28;53;35;35;33;31;25;38;32;1;18;49;53;23;3;55;64;35;52;32;41;36;38;41;42;71;73;71;71;74;82;0;11;1;1;18;22;2;1;11;13;1;71;23;15;14;38;49;26;56;5;52;5;1;77;5;3;65;21;15;66;34;34;33;31;35;39;37;51;61;47;0;0;3;55;65;67;72;2;15;11;0;0
34;3;0;39;13;84;21;6;26;4;23;53;2;1;58;57;22;71;58;19;53;59;54;54;42;32;39;59;0;5;25;28;47;18;6;33;4;19;57;28;43;34;33;49;8;8;93;8;27;39;0;13;1;18;28;37;32;15;2;24;19;74;1;23;21;42;62;11;68;5;44;5;1;86;56;14;12;33;1;0;6;57;53;74;73;86;75;7;58;86;0;0;35;47;77;8;7;0;38;57;0;4
8;3;4;44;1;93;4;12;37;4;21;4;0;0;31;63;3;55;45;23;4;31;28;27;43;7;28;33;3;2;21;26;29;29;57;66;37;47;37;45;24;53;51;47;69;73;73;69;61;67;1;9;0;11;8;1;17;1;1;1;1;93;3;16;17;47;49;44;58;9;39;5;3;84;56;6;35;71;2;3;16;14;13;27;28;31;26;37;49;29;2;0;4;36;45;59;59;6;15;0;0;15
39;3;52;38;38;65;6;7;45;53;37;44;53;1;22;41;12;4;52;6;57;25;23;26;2;16;29;28;57;5;29;46;21;67;36;44;5;54;33;64;52;64;66;49;39;41;42;4;44;46;37;49;6;45;48;46;45;9;8;7;6;9;5;28;24;4;45;36;54;9;51;5;6;68;52;1;62;25;33;2;6;7;8;17;2;22;23;54;18;53;15;3;8;8;63;83;81;23;35;17;45;41
6;3;2;65;3;74;33;43;48;48;29;21;4;1;69;76;53;57;27;25;29;65;5;52;37;26;47;37;1;11;2;27;45;19;68;58;32;28;53;41;4;47;45;65;75;71;79;71;43;53;1;14;2;3;36;34;37;23;25;21;21;66;22;4;41;68;63;75;64;31;35;5;2;85;67;15;26;79;12;3;76;81;87;7;72;88;77;63;91;11;0;0;33;56;41;71;7;3;19;13;0;2
42;3;0;28;0;1;2;1;33;36;28;84;2;1;12;16;15;48;9;46;95;18;19;18;7;0;11;52;1;31;58;68;14;48;21;52;4;68;22;35;44;27;32;38;6;62;81;54;39;35;0;12;0;0;17;26;22;0;1;2;2;85;8;17;15;3;37;24;56;4;42;5;2;71;52;86;91;0;16;75;5;5;6;8;11;11;11;52;12;65;0;0;4;97;86;92;87;1;29;16;0;6
45;3;1;41;18;82;9;4;53;69;54;24;2;1;28;73;16;4;29;19;59;29;3;31;2;21;27;31;1;19;24;34;24;12;64;36;24;4;36;62;42;57;61;39;62;61;74;56;36;46;0;9;0;5;64;68;64;9;1;1;8;93;7;14;14;44;47;42;48;13;47;5;1;79;47;5;37;63;31;0;16;16;18;27;25;23;26;34;32;29;0;0;7;47;41;3;32;3;11;3;0;2
55;3;2;49;0;99;3;1;41;5;3;37;0;0;37;63;15;64;44;2;4;36;3;29;7;14;13;42;1;1;34;33;25;16;64;85;26;66;31;33;36;34;35;54;77;81;78;75;63;7;1;12;0;0;3;11;12;0;0;1;1;94;2;22;21;52;62;36;61;7;42;5;1;94;55;4;31;58;9;18;17;14;13;33;33;32;33;34;4;4;0;0;4;89;55;73;85;3;2;2;0;5
34;3;0;52;41;61;16;7;33;49;31;4;2;9;46;74;32;45;39;26;59;45;37;38;38;27;19;33;0;12;3;37;23;25;62;42;29;45;3;52;45;46;5;49;55;55;72;67;54;69;1;52;0;29;29;35;42;11;1;1;12;86;8;24;23;48;61;3;59;15;53;5;1;83;52;1;44;5;13;16;27;27;27;52;43;41;41;3;47;57;3;0;16;57;62;76;78;4;8;19;0;18
34;3;1;39;1;95;16;8;3;41;26;66;3;1;48;51;12;6;71;2;66;49;43;42;49;47;29;64;1;9;42;52;23;25;49;42;22;4;39;27;44;27;28;46;75;75;84;67;24;4;0;8;1;21;25;26;26;17;17;17;15;71;15;2;19;43;51;3;61;9;54;5;3;7;56;3;56;17;1;26;5;46;4;51;53;6;53;28;47;5;0;0;33;75;95;8;85;1;33;47;0;7
37;3;1;3;85;32;2;1;38;46;28;56;0;0;14;37;9;31;57;73;51;17;2;3;17;8;6;35;4;62;45;52;24;32;38;38;46;51;31;63;42;77;75;39;22;23;2;18;44;47;3;67;0;49;39;35;4;6;4;3;4;96;3;2;17;31;34;32;39;13;57;0;4;61;39;37;49;52;7;18;9;9;9;6;14;18;18;52;49;46;0;0;5;73;5;62;58;3;14;2;0;91
42;3;8;47;13;83;22;4;4;53;3;27;9;1;44;73;12;52;33;21;36;43;37;37;31;21;32;35;3;13;16;34;34;28;66;42;37;38;45;47;45;42;46;56;7;69;84;68;35;44;2;2;2;29;32;4;41;13;13;14;13;84;9;25;23;5;67;27;6;12;55;0;9;69;51;4;9;67;5;18;29;27;27;52;51;55;53;43;61;56;0;0;19;78;58;56;71;6;24;24;0;15
6;3;5;61;4;68;84;25;45;51;35;22;7;1;65;8;18;57;28;2;46;6;48;49;37;41;38;47;2;1;11;19;42;25;71;49;34;26;55;41;45;56;51;61;69;66;83;61;55;61;1;14;4;31;35;43;46;34;33;37;36;64;23;4;41;67;66;65;64;31;33;5;2;91;64;9;19;63;5;1;67;68;68;79;73;88;77;51;52;17;0;0;46;48;59;55;73;2;54;3;0;13
42;3;1;34;6;91;8;6;24;38;23;71;2;98;4;53;11;75;56;18;68;42;46;47;3;0;15;32;1;15;35;36;45;15;51;52;57;41;53;39;3;4;41;27;69;7;74;54;73;7;0;14;0;37;44;43;46;14;14;13;12;83;5;12;11;3;41;19;57;5;43;5;1;88;5;4;3;46;2;5;2;2;25;46;41;43;42;42;39;22;0;0;15;78;5;74;69;2;18;9;0;3
25;3;1;52;2;96;7;1;38;47;32;45;3;91;69;71;33;64;49;16;58;71;58;56;56;0;87;45;0;5;11;15;53;29;6;33;48;13;62;18;5;21;21;6;85;86;92;82;64;65;0;6;1;0;9;1;12;0;3;3;3;91;5;31;3;55;65;23;79;3;36;5;1;92;71;41;44;48;0;0;54;53;55;31;6;68;62;35;39;37;0;0;15;87;85;8;87;5;8;51;0;5
34;3;8;52;1;62;13;1;4;55;35;31;9;1;23;57;15;24;35;64;24;2;2;2;28;27;31;36;1;48;98;88;15;74;47;69;13;1;17;62;6;75;72;6;33;36;38;32;35;29;7;65;21;34;42;48;57;1;1;1;1;0;1;46;42;57;55;61;0;78;9;0;1;64;0;18;45;2;7;1;33;37;37;36;4;48;39;56;91;4;11;6;1;19;59;67;48;0;1;1;51;36
6;3;1;79;4;34;3;1;49;54;37;39;2;1;36;6;6;18;59;85;59;34;21;23;27;18;32;34;1;27;49;72;9;57;42;66;22;69;17;46;51;61;57;92;56;44;6;4;41;33;2;44;2;4;43;41;52;67;63;55;64;8;67;96;96;87;89;78;59;87;59;0;1;89;58;5;15;4;16;19;46;43;37;46;55;63;54;63;56;15;0;0;71;56;67;89;83;2;15;15;0;86
34;3;1;46;8;91;7;14;32;44;29;57;2;1;43;49;16;59;67;19;77;45;38;38;24;0;26;36;1;17;7;62;19;34;5;6;19;64;24;24;48;25;25;5;75;75;71;83;2;29;0;1;2;45;54;5;53;59;62;53;51;49;51;23;24;51;51;47;67;15;39;5;1;88;66;25;54;23;5;3;35;35;32;55;55;57;52;55;49;85;0;0;56;65;83;8;74;1;41;19;0;11
18;3;3;47;1;88;5;13;38;42;26;53;4;97;41;57;23;54;61;18;78;41;34;33;43;12;2;49;1;8;26;33;23;22;49;54;29;43;33;34;32;28;32;5;8;79;91;71;32;39;1;1;1;3;5;5;6;1;2;2;2;77;1;23;23;51;6;23;77;8;33;5;1;91;7;2;28;58;6;12;13;11;9;43;41;43;42;49;12;29;0;0;2;66;71;85;75;9;7;1;0;18
